state,county,county_state,fips,2016,2017,2018,2019,2020,2021
Georgia,Muscogee County,"Muscogee County,  Georgia",13215,158.41,71519.21,165.79,153516.0,147636.0,150607.0
Georgia,Newton County,"Newton County,  Georgia",13217,182.22,74285.01,213.93,175645.0,171093.0,175724.0
Georgia,Oconee County,"Oconee County,  Georgia",13219,184.89,142315.19,216.92,293722.0,305565.0,312638.0
Georgia,Oglethorpe County,"Oglethorpe County,  Georgia",13221,184.89,73227.24,216.92,128182.0,126341.0,129266.0
Georgia,Paulding County,"Paulding County,  Georgia",13223,182.22,85761.18,213.93,202119.0,222114.0,228125.0
Georgia,Peach County,"Peach County,  Georgia",13225,181.39,70166.04,197.78,137462.0,143990.0,146383.0
Georgia,Pickens County,"Pickens County,  Georgia",13227,182.22,115639.1,213.93,197441.0,212355.0,218102.0
Georgia,Pierce County,"Pierce County,  Georgia",13229,181.39,55206.12,197.78,105608.0,111270.0,113119.0
Georgia,Pike County,"Pike County,  Georgia",13231,182.22,102566.32,213.93,176282.0,183504.0,188470.0
Georgia,Polk County,"Polk County,  Georgia",13233,181.39,57793.29,197.78,112663.0,117984.0,119945.0
Georgia,Pulaski County,"Pulaski County,  Georgia",13235,181.39,56724.94,197.78,121321.0,128003.0,130130.0
Georgia,Putnam County,"Putnam County,  Georgia",13237,181.39,87318.45,197.78,176691.0,170955.0,173796.0
Georgia,Quitman County,"Quitman County,  Georgia",13239,181.39,39009.44,197.78,70441.0,63842.0,64903.0
Georgia,Rabun County,"Rabun County,  Georgia",13241,181.39,90917.66,197.78,176263.0,185983.0,189074.0
Georgia,Randolph County,"Randolph County,  Georgia",13243,181.39,38559.47,197.78,82627.0,76631.0,77905.0
Georgia,Richmond County,"Richmond County,  Georgia",13245,164.0,54302.93,181.01,115885.0,130520.0,133980.0
Georgia,Rockdale County,"Rockdale County,  Georgia",13247,182.22,86514.56,213.93,189254.0,177882.0,182696.0
Georgia,Schley County,"Schley County,  Georgia",13249,181.39,51550.61,197.78,119290.0,133545.0,135765.0
Georgia,Screven County,"Screven County,  Georgia",13251,181.39,45364.74,197.78,82306.0,86543.0,87982.0
Georgia,Seminole County,"Seminole County,  Georgia",13253,181.39,42608.64,197.78,95667.0,86437.0,87873.0
Georgia,Spalding County,"Spalding County,  Georgia",13255,182.22,73712.93,213.93,147044.0,125589.0,128988.0
Georgia,Stephens County,"Stephens County,  Georgia",13257,181.39,56949.67,197.78,100798.0,112229.0,114094.0
Georgia,Stewart County,"Stewart County,  Georgia",13259,181.39,29617.51,197.78,54407.0,52438.0,53309.0
Georgia,Sumter County,"Sumter County,  Georgia",13261,181.39,47726.67,197.78,96522.0,101997.0,103693.0
Georgia,Talbot County,"Talbot County,  Georgia",13263,181.39,40752.99,197.78,85513.0,92085.0,93616.0
Georgia,Taliaferro County,"Taliaferro County,  Georgia",13265,181.39,35579.16,197.78,71724.0,85477.0,86898.0
Georgia,Tattnall County,"Tattnall County,  Georgia",13267,181.39,45420.54,197.78,94598.0,95070.0,96650.0
Georgia,Taylor County,"Taylor County,  Georgia",13269,181.39,32710.95,197.78,88399.0,89101.0,90582.0
Georgia,Telfair County,"Telfair County,  Georgia",13271,181.39,31811.02,197.78,68410.0,68851.0,69995.0
Georgia,Terrell County,"Terrell County,  Georgia",13273,147.3,42978.28,153.98,105900.0,96291.0,100387.0
Georgia,Thomas County,"Thomas County,  Georgia",13275,181.39,69322.42,197.78,143020.0,156460.0,159060.0
Georgia,Tift County,"Tift County,  Georgia",13277,181.39,63304.46,197.78,127093.0,125871.0,127963.0
Georgia,Toombs County,"Toombs County,  Georgia",13279,181.39,50651.18,197.78,102081.0,101571.0,103259.0
Georgia,Towns County,"Towns County,  Georgia",13281,181.39,98566.54,197.78,219768.0,245668.0,249751.0
Georgia,Treutlen County,"Treutlen County,  Georgia",13283,181.39,40078.29,197.78,75786.0,73967.0,75196.0
Georgia,Troup County,"Troup County,  Georgia",13285,181.39,67276.53,197.78,147723.0,157419.0,160036.0
Georgia,Turner County,"Turner County,  Georgia",13287,181.39,39965.68,197.78,79099.0,84945.0,86356.0
Georgia,Twiggs County,"Twiggs County,  Georgia",13289,141.25,30804.7,151.14,65970.0,67952.0,70043.0
Georgia,Union County,"Union County,  Georgia",13291,181.39,104077.72,197.78,210789.0,209430.0,212911.0
Georgia,Upson County,"Upson County,  Georgia",13293,181.39,48232.44,197.78,93209.0,99439.0,101092.0
Georgia,Walker County,"Walker County,  Georgia",13295,190.26,70507.51,213.8,113527.0,142886.0,146464.0
Georgia,Walton County,"Walton County,  Georgia",13297,182.22,93585.82,213.93,228487.0,239403.0,245883.0
Georgia,Ware County,"Ware County,  Georgia",13299,181.39,44295.88,197.78,87651.0,88568.0,90040.0
Georgia,Warren County,"Warren County,  Georgia",13301,181.39,35129.19,197.78,65524.0,70556.0,71729.0
Georgia,Washington County,"Washington County,  Georgia",13303,181.39,45308.43,197.78,89040.0,90380.0,91882.0
Georgia,Wayne County,"Wayne County,  Georgia",13305,181.39,51494.3,197.78,115335.0,112336.0,114203.0
Georgia,Webster County,"Webster County,  Georgia",13307,181.39,25962.0,197.78,64990.0,70023.0,71187.0
Georgia,Wheeler County,"Wheeler County,  Georgia",13309,181.39,27874.47,197.78,67662.0,62669.0,63711.0
Georgia,White County,"White County,  Georgia",13311,181.39,87712.11,197.78,177546.0,187901.0,191024.0
Georgia,Whitfield County,"Whitfield County,  Georgia",13313,163.87,73022.0,183.4,138067.0,156337.0,159160.0
Georgia,Wilcox County,"Wilcox County,  Georgia",13315,181.39,36591.2,197.78,72900.0,65867.0,66961.0
Georgia,Wilkes County,"Wilkes County,  Georgia",13317,181.39,53631.5,197.78,86795.0,92938.0,94483.0
Georgia,Wilkinson County,"Wilkinson County,  Georgia",13319,181.39,40303.02,197.78,75144.0,75352.0,76605.0
Georgia,Worth County,"Worth County,  Georgia",13321,147.3,36365.71,153.98,87754.0,103192.0,107581.0
Hawaii,Hawaii County,"Hawaii County,  Hawaii",15001,212.05,175134.51,235.14,387044.0,394076.0,398418.0
Hawaii,Honolulu County,"Honolulu County,  Hawaii",15003,230.04,353045.3,249.31,720035.0,739935.0,747561.0
Hawaii,Kauai County,"Kauai County,  Hawaii",15007,212.05,270163.0,235.14,659930.0,643658.0,650749.0
Hawaii,Maui County,"Maui County,  Hawaii",15009,212.05,310134.96,235.14,661717.0,721852.0,729806.0
Idaho,Ada County,"Ada County,  Idaho",16001,203.12,132504.13,258.24,329071.0,379671.0,403020.0
Idaho,Adams County,"Adams County,  Idaho",16003,193.1,88349.49,226.4,189941.0,238514.0,248973.0
Idaho,Bannock County,"Bannock County,  Idaho",16005,176.72,84090.8,205.34,183805.0,191427.0,201770.0
Idaho,Bear Lake County,"Bear Lake County,  Idaho",16007,193.1,84637.2,226.4,161960.0,165797.0,173068.0
Idaho,Benewah County,"Benewah County,  Idaho",16009,193.1,87010.61,226.4,168983.0,184834.0,192940.0
Idaho,Bingham County,"Bingham County,  Idaho",16011,193.1,86158.89,226.4,167446.0,177197.0,184968.0
Idaho,Blaine County,"Blaine County,  Idaho",16013,193.1,228210.13,226.4,434307.0,474703.0,495521.0
Idaho,Boise County,"Boise County,  Idaho",16015,203.12,135243.42,258.24,220970.0,263827.0,280053.0
Idaho,Bonner County,"Bonner County,  Idaho",16017,193.1,128701.19,226.4,256656.0,281347.0,293685.0
Idaho,Bonneville County,"Bonneville County,  Idaho",16019,180.53,97272.81,214.74,220899.0,238399.0,250984.0
Idaho,Boundary County,"Boundary County,  Idaho",16021,193.1,105269.29,226.4,196525.0,226892.0,236843.0
Idaho,Butte County,"Butte County,  Idaho",16023,193.1,64491.73,226.4,129041.0,142666.0,148922.0
Idaho,Camas County,"Camas County,  Idaho",16025,193.1,100217.61,226.4,191148.0,202875.0,211772.0
Idaho,Canyon County,"Canyon County,  Idaho",16027,203.12,90347.47,258.24,211213.0,258149.0,274025.0
Idaho,Caribou County,"Caribou County,  Idaho",16029,193.1,77151.34,226.4,150548.0,161481.0,168563.0
Idaho,Cassia County,"Cassia County,  Idaho",16031,193.1,80133.42,226.4,166569.0,179411.0,187279.0
Idaho,Clark County,"Clark County,  Idaho",16033,193.1,59318.52,226.4,101938.0,108576.0,113338.0
Idaho,Clearwater County,"Clearwater County,  Idaho",16035,193.1,76907.76,226.4,156144.0,172549.0,180116.0
Idaho,Custer County,"Custer County,  Idaho",16037,193.1,98392.1,226.4,194549.0,212061.0,221361.0
Idaho,Elmore County,"Elmore County,  Idaho",16039,193.1,82446.08,226.4,159765.0,170225.0,177690.0
Idaho,Franklin County,"Franklin County,  Idaho",16041,189.67,97823.6,223.49,212617.0,231876.0,241519.0
Idaho,Fremont County,"Fremont County,  Idaho",16043,193.1,92670.98,226.4,178200.0,188044.0,196290.0
Idaho,Gem County,"Gem County,  Idaho",16045,203.12,100777.32,258.24,176621.0,191596.0,203379.0
Idaho,Gooding County,"Gooding County,  Idaho",16047,193.1,77820.77,226.4,157571.0,174652.0,182311.0
Idaho,Idaho County,"Idaho County,  Idaho",16049,193.1,93644.75,226.4,182260.0,191696.0,200103.0
Idaho,Jefferson County,"Jefferson County,  Idaho",16051,180.53,96013.83,214.74,204462.0,228742.0,240817.0
Idaho,Jerome County,"Jerome County,  Idaho",16053,193.1,82750.41,226.4,169641.0,182178.0,190167.0
Idaho,Kootenai County,"Kootenai County,  Idaho",16055,206.19,118204.49,254.8,301715.0,346386.0,368613.0
Idaho,Latah County,"Latah County,  Idaho",16057,193.1,116407.21,226.4,234381.0,252570.0,263646.0
Idaho,Lemhi County,"Lemhi County,  Idaho",16059,193.1,105208.53,226.4,187637.0,195902.0,204493.0
Idaho,Lewis County,"Lewis County,  Idaho",16061,193.1,70273.62,226.4,134967.0,146429.0,152850.0
Idaho,Lincoln County,"Lincoln County,  Idaho",16063,193.1,73742.86,226.4,150329.0,161149.0,168216.0
Idaho,Madison County,"Madison County,  Idaho",16065,193.1,108251.38,226.4,227688.0,242498.0,253133.0
Idaho,Minidoka County,"Minidoka County,  Idaho",16067,193.1,67656.63,226.4,150109.0,165576.0,172837.0
Idaho,Nez Perce County,"Nez Perce County,  Idaho",16069,202.97,94961.43,222.97,198279.0,204577.0,214207.0
Idaho,Oneida County,"Oneida County,  Idaho",16071,193.1,80742.1,226.4,170958.0,184945.0,193056.0
Idaho,Owyhee County,"Owyhee County,  Idaho",16073,203.12,87995.76,258.24,144468.0,167859.0,178183.0
Idaho,Payette County,"Payette County,  Idaho",16075,193.1,78794.55,226.4,162838.0,183285.0,191323.0
Idaho,Power County,"Power County,  Idaho",16077,176.72,71937.85,205.34,154981.0,167513.0,176563.0
Idaho,Shoshone County,"Shoshone County,  Idaho",16079,193.1,72890.61,226.4,136722.0,141559.0,147767.0
Idaho,Teton County,"Teton County,  Idaho",16081,193.1,135761.19,226.4,348609.0,383614.0,400437.0
Idaho,Twin Falls County,"Twin Falls County,  Idaho",16083,193.1,79196.84,226.4,201792.0,214607.0,224018.0
Idaho,Valley County,"Valley County,  Idaho",16085,193.1,134908.94,226.4,310533.0,348418.0,363698.0
Idaho,Washington County,"Washington County,  Idaho",16087,193.1,77637.96,226.4,167008.0,164801.0,172029.0
Illinois,Adams County,"Adams County,  Illinois",17001,164.48,60308.42,168.69,144457.0,126642.0,128398.0
Illinois,Alexander County,"Alexander County,  Illinois",17003,164.48,26476.87,168.69,56085.0,57658.0,58458.0
Illinois,Bond County,"Bond County,  Illinois",17005,181.72,60353.28,197.83,127979.0,125011.0,126807.0
Illinois,Boone County,"Boone County,  Illinois",17007,122.22,75583.38,132.57,159066.0,161972.0,163153.0
Illinois,Brown County,"Brown County,  Illinois",17009,164.48,45194.25,168.69,93928.0,99049.0,100422.0
Illinois,Bureau County,"Bureau County,  Illinois",17011,164.48,55604.49,168.69,114999.0,115007.0,116602.0
Illinois,Calhoun County,"Calhoun County,  Illinois",17013,181.72,68527.34,197.83,119412.0,126369.0,128184.0
Illinois,Carroll County,"Carroll County,  Illinois",17015,164.48,50399.37,168.69,106508.0,109242.0,110756.0
Illinois,Cass County,"Cass County,  Illinois",17017,164.48,40567.31,168.69,81873.0,83193.0,84346.0
Illinois,Champaign County,"Champaign County,  Illinois",17019,176.69,81498.51,183.44,169037.0,168417.0,169810.0
Illinois,Christian County,"Christian County,  Illinois",17021,164.48,44142.69,168.69,94348.0,93592.0,94889.0
Illinois,Clark County,"Clark County,  Illinois",17023,164.48,45404.36,168.69,92042.0,95239.0,96559.0
Illinois,Clay County,"Clay County,  Illinois",17025,164.48,40567.31,168.69,85647.0,87002.0,88208.0
Illinois,Clinton County,"Clinton County,  Illinois",17027,181.72,75911.48,197.83,154724.0,152687.0,154881.0
Illinois,Coles County,"Coles County,  Illinois",17029,164.48,48348.91,168.69,102315.0,103476.0,104910.0
Illinois,Cook County,"Cook County,  Illinois",17031,170.99,124682.03,184.9,266061.0,268090.0,270557.0
Illinois,Crawford County,"Crawford County,  Illinois",17033,164.48,42670.42,168.69,91203.0,90400.0,91653.0
Illinois,Cumberland County,"Cumberland County,  Illinois",17035,164.48,49189.86,168.69,105565.0,108933.0,110443.0
Illinois,DeKalb County,"DeKalb County,  Illinois",17037,170.99,87827.04,184.9,185900.0,193427.0,195207.0
Illinois,De Witt County,"De Witt County,  Illinois",17039,164.48,55446.53,168.69,105774.0,102446.0,103866.0
Illinois,Douglas County,"Douglas County,  Illinois",17041,164.48,52923.2,168.69,111645.0,114699.0,116289.0
Illinois,DuPage County,"DuPage County,  Illinois",17043,170.99,158461.69,184.9,330419.0,324703.0,327691.0
Illinois,Edgar County,"Edgar County,  Illinois",17045,164.48,40409.85,168.69,83970.0,85252.0,86434.0
Illinois,Edwards County,"Edwards County,  Illinois",17047,164.48,36519.05,168.69,80196.0,81648.0,82780.0
Illinois,Effingham County,"Effingham County,  Illinois",17049,164.48,67487.01,168.69,147078.0,147852.0,149902.0
Illinois,Fayette County,"Fayette County,  Illinois",17051,164.48,43406.56,168.69,88792.0,90915.0,92175.0
Illinois,Ford County,"Ford County,  Illinois",17053,176.69,49553.65,183.44,99362.0,101879.0,102722.0
Illinois,Franklin County,"Franklin County,  Illinois",17055,164.48,34941.47,168.69,78099.0,78353.0,79440.0
Illinois,Fulton County,"Fulton County,  Illinois",17057,164.48,42933.18,168.69,90888.0,91223.0,92488.0
Illinois,Gallatin County,"Gallatin County,  Illinois",17059,164.48,34626.05,168.69,78938.0,76088.0,77143.0
Illinois,Greene County,"Greene County,  Illinois",17061,164.48,40041.78,168.69,81139.0,83398.0,84555.0
Illinois,Grundy County,"Grundy County,  Illinois",17063,170.99,105154.65,184.9,198896.0,204401.0,206282.0
Illinois,Hamilton County,"Hamilton County,  Illinois",17065,164.48,44616.07,168.69,102839.0,96269.0,97603.0
Illinois,Hancock County,"Hancock County,  Illinois",17067,164.48,43932.58,168.69,90888.0,88135.0,89357.0
Illinois,Hardin County,"Hardin County,  Illinois",17069,164.48,36256.28,168.69,74954.0,82884.0,84033.0
Illinois,Henderson County,"Henderson County,  Illinois",17071,164.48,45877.73,168.69,95711.0,94724.0,96037.0
Illinois,Henry County,"Henry County,  Illinois",17073,186.95,60756.57,194.61,123169.0,123625.0,124800.0
Illinois,Iroquois County,"Iroquois County,  Illinois",17075,164.48,50504.67,168.69,104307.0,105844.0,107311.0
Illinois,Jackson County,"Jackson County,  Illinois",17077,164.48,54237.52,168.69,111540.0,111816.0,113366.0
Illinois,Jasper County,"Jasper County,  Illinois",17079,164.48,49768.54,168.69,104202.0,102446.0,103866.0
Illinois,Jefferson County,"Jefferson County,  Illinois",17081,164.48,45983.04,168.69,98960.0,99563.0,100944.0
Illinois,Jersey County,"Jersey County,  Illinois",17083,181.72,70161.85,197.83,151276.0,154463.0,156682.0
Illinois,Jo Daviess County,"Jo Daviess County,  Illinois",17085,164.48,73112.35,168.69,151585.0,153515.0,155643.0
Illinois,Johnson County,"Johnson County,  Illinois",17087,164.48,49032.4,168.69,104202.0,112742.0,114305.0
Illinois,Kane County,"Kane County,  Illinois",17089,170.99,123656.75,184.9,255768.0,253424.0,255756.0
Illinois,Kankakee County,"Kankakee County,  Illinois",17091,142.43,70248.14,149.65,152306.0,158993.0,164447.0
Illinois,Kendall County,"Kendall County,  Illinois",17093,170.99,113674.43,184.9,249010.0,268808.0,271282.0
Illinois,Knox County,"Knox County,  Illinois",17095,164.48,42355.0,168.69,87114.0,85458.0,86642.0
Illinois,Lake County,"Lake County,  Illinois",17097,170.99,139359.71,184.9,279993.0,281423.0,284013.0
Illinois,LaSalle County,"LaSalle County,  Illinois",17099,164.48,67375.74,168.69,132401.0,129010.0,130799.0
Illinois,Lawrence County,"Lawrence County,  Illinois",17101,164.48,35152.07,168.69,77365.0,80721.0,81841.0
Illinois,Lee County,"Lee County,  Illinois",17103,164.48,59810.71,168.69,123281.0,123450.0,125162.0
Illinois,Livingston County,"Livingston County,  Illinois",17105,164.48,56445.44,168.69,114999.0,112639.0,114201.0
Illinois,Logan County,"Logan County,  Illinois",17107,164.48,52081.76,168.69,107871.0,106256.0,107729.0
Illinois,McDonough County,"McDonough County,  Illinois",17109,164.48,47350.01,168.69,98751.0,94518.0,95829.0
Illinois,McHenry County,"McHenry County,  Illinois",17111,170.99,110868.57,184.9,242460.0,242143.0,244371.0
Illinois,McLean County,"McLean County,  Illinois",17113,149.06,86426.33,149.68,180466.0,299897.0,303773.0
Illinois,Macon County,"Macon County,  Illinois",17115,151.11,50429.12,150.91,108370.0,108372.0,109204.0
Illinois,Macoupin County,"Macoupin County,  Illinois",17117,181.72,53250.5,197.83,104055.0,105064.0,106573.0
Illinois,Madison County,"Madison County,  Illinois",17119,181.72,70542.78,197.83,142709.0,149450.0,151597.0
Illinois,Marion County,"Marion County,  Illinois",17121,164.48,36150.98,168.69,78518.0,80207.0,81319.0
Illinois,Marshall County,"Marshall County,  Illinois",17123,170.98,54232.44,165.75,106660.0,108017.0,109349.0
Illinois,Mason County,"Mason County,  Illinois",17125,164.48,42828.37,168.69,83445.0,85458.0,86642.0
Illinois,Massac County,"Massac County,  Illinois",17127,164.48,44195.35,168.69,87743.0,86075.0,87269.0
Illinois,Menard County,"Menard County,  Illinois",17129,149.69,68088.68,152.76,141169.0,149274.0,150751.0
Illinois,Mercer County,"Mercer County,  Illinois",17131,186.95,53748.94,194.61,109898.0,111594.0,112655.0
Illinois,Monroe County,"Monroe County,  Illinois",17133,181.72,107873.98,197.83,218452.0,220676.0,223846.0
Illinois,Montgomery County,"Montgomery County,  Illinois",17135,164.48,41250.79,168.69,86171.0,86590.0,87791.0
Illinois,Morgan County,"Morgan County,  Illinois",17137,164.48,51871.64,168.69,109863.0,113360.0,114932.0
Illinois,Moultrie County,"Moultrie County,  Illinois",17139,164.48,53133.31,168.69,114266.0,110580.0,112113.0
Illinois,Ogle County,"Ogle County,  Illinois",17141,164.48,73691.03,168.69,150013.0,151250.0,153347.0
Illinois,Peoria County,"Peoria County,  Illinois",17143,170.98,69008.56,165.75,139431.0,135407.0,137077.0
Illinois,Perry County,"Perry County,  Illinois",17145,164.48,41303.45,168.69,89526.0,89061.0,90296.0
Illinois,Piatt County,"Piatt County,  Illinois",17147,176.69,65759.03,183.44,131574.0,143647.0,144835.0
Illinois,Pike County,"Pike County,  Illinois",17149,164.48,39673.71,168.69,82607.0,87929.0,89148.0
Illinois,Pope County,"Pope County,  Illinois",17151,164.48,53711.49,168.69,91413.0,95754.0,97081.0
Illinois,Pulaski County,"Pulaski County,  Illinois",17153,164.48,30367.68,168.69,66672.0,63115.0,63990.0
Illinois,Putnam County,"Putnam County,  Illinois",17155,164.48,63858.97,168.69,130514.0,130555.0,132365.0
Illinois,Randolph County,"Randolph County,  Illinois",17157,164.48,50924.9,168.69,109758.0,113463.0,115036.0
Illinois,Richland County,"Richland County,  Illinois",17159,164.48,44142.69,168.69,91937.0,92253.0,93532.0
Illinois,Rock Island County,"Rock Island County,  Illinois",17161,186.95,60197.62,194.61,122443.0,128914.0,130140.0
Illinois,St. Clair County,"St. Clair County,  Illinois",17163,181.72,62270.67,197.83,138113.0,146317.0,148419.0
Illinois,Saline County,"Saline County,  Illinois",17165,164.48,36571.7,168.69,76631.0,75985.0,77039.0
Illinois,Sangamon County,"Sangamon County,  Illinois",17167,149.69,68765.94,152.76,147539.0,147953.0,149416.0
Illinois,Schuyler County,"Schuyler County,  Illinois",17169,164.48,41145.99,168.69,90050.0,89164.0,90400.0
Illinois,Scott County,"Scott County,  Illinois",17171,164.48,44405.46,168.69,89106.0,91841.0,93114.0
Illinois,Shelby County,"Shelby County,  Illinois",17173,164.48,44931.48,168.69,94453.0,99357.0,100735.0
Illinois,Stark County,"Stark County,  Illinois",17175,170.98,44138.15,165.75,86915.0,90306.0,91420.0
Illinois,Stephenson County,"Stephenson County,  Illinois",17177,164.48,52081.76,168.69,101686.0,100696.0,102092.0
Illinois,Tazewell County,"Tazewell County,  Illinois",17179,170.98,70220.62,165.75,145232.0,147455.0,149274.0
Illinois,Union County,"Union County,  Illinois",17181,164.48,49453.12,168.69,106403.0,113154.0,114723.0
Illinois,Vermilion County,"Vermilion County,  Illinois",17183,165.84,39810.46,165.43,93434.0,82378.0,83421.0
Illinois,Wabash County,"Wabash County,  Illinois",17185,164.48,42723.07,168.69,84389.0,85252.0,86434.0
Illinois,Warren County,"Warren County,  Illinois",17187,164.48,43143.79,168.69,88372.0,86384.0,87582.0
Illinois,Washington County,"Washington County,  Illinois",17189,164.48,56130.02,168.69,114685.0,116861.0,118481.0
Illinois,Wayne County,"Wayne County,  Illinois",17191,164.48,40988.03,168.69,85961.0,88958.0,90192.0
Illinois,White County,"White County,  Illinois",17193,164.48,37359.99,168.69,73067.0,73617.0,74638.0
Illinois,Whiteside County,"Whiteside County,  Illinois",17195,164.48,52239.71,168.69,108395.0,109859.0,111382.0
Illinois,Will County,"Will County,  Illinois",17197,170.99,115400.79,184.9,252441.0,258039.0,260414.0
Illinois,Williamson County,"Williamson County,  Illinois",17199,164.48,49963.25,168.69,127055.0,121906.0,123596.0
Illinois,Winnebago County,"Winnebago County,  Illinois",17201,122.22,62503.32,132.57,126961.0,133569.0,134542.0
Illinois,Woodford County,"Woodford County,  Illinois",17203,170.98,81979.21,165.75,165587.0,173713.0,175855.0
Indiana,Adams County,"Adams County,  Indiana",18001,172.43,64518.53,187.47,129121.0,137297.0,140267.0
Indiana,Allen County,"Allen County,  Indiana",18003,148.98,68685.58,166.52,138042.0,153065.0,155267.0
Indiana,Bartholomew County,"Bartholomew County,  Indiana",18005,158.41,72453.93,171.21,166033.0,186730.0,188640.0
Indiana,Benton County,"Benton County,  Indiana",18007,143.71,53388.85,159.65,94005.0,122078.0,125080.0
Indiana,Blackford County,"Blackford County,  Indiana",18009,172.43,37290.67,187.47,75215.0,74967.0,76588.0
Indiana,Boone County,"Boone County,  Indiana",18011,157.68,110251.75,178.93,259734.0,276783.0,281477.0
Indiana,Brown County,"Brown County,  Indiana",18013,157.68,95393.58,178.93,197266.0,205656.0,209144.0
Indiana,Carroll County,"Carroll County,  Indiana",18015,143.71,75983.76,159.65,140740.0,173813.0,178087.0
Indiana,Cass County,"Cass County,  Indiana",18017,172.43,45503.29,187.47,90195.0,94823.0,96874.0
Indiana,Clark County,"Clark County,  Indiana",18019,182.65,76187.33,203.24,161066.0,174546.0,176654.0
Indiana,Clay County,"Clay County,  Indiana",18021,150.3,51574.14,164.51,110174.0,107127.0,108378.0
Indiana,Clinton County,"Clinton County,  Indiana",18023,172.43,54156.45,187.47,109711.0,118396.0,120957.0
Indiana,Crawford County,"Crawford County,  Indiana",18025,172.43,47652.75,187.47,94626.0,97584.0,99695.0
Indiana,Daviess County,"Daviess County,  Indiana",18027,172.43,60825.62,187.47,128172.0,138041.0,141026.0
Indiana,Dearborn County,"Dearborn County,  Indiana",18029,156.89,91201.98,175.25,173580.0,181670.0,185431.0
Indiana,Decatur County,"Decatur County,  Indiana",18031,172.43,63526.28,187.47,131548.0,142713.0,145799.0
Indiana,DeKalb County,"DeKalb County,  Indiana",18033,172.43,60770.3,187.47,124585.0,131988.0,134843.0
Indiana,Delaware County,"Delaware County,  Indiana",18035,145.74,49351.01,155.79,102430.0,109000.0,111808.0
Indiana,Dubois County,"Dubois County,  Indiana",18037,172.43,75982.5,187.47,157710.0,166180.0,169774.0
Indiana,Elkhart County,"Elkhart County,  Indiana",18039,159.93,74009.0,180.08,157922.0,175185.0,176791.0
Indiana,Fayette County,"Fayette County,  Indiana",18041,172.43,45227.69,187.47,86925.0,86966.0,88847.0
Indiana,Floyd County,"Floyd County,  Indiana",18043,182.65,88583.35,203.24,181902.0,199740.0,202152.0
Indiana,Fountain County,"Fountain County,  Indiana",18045,172.43,48314.08,187.47,100111.0,109371.0,111736.0
Indiana,Franklin County,"Franklin County,  Indiana",18047,156.89,84615.61,175.25,159413.0,170795.0,174331.0
Indiana,Fulton County,"Fulton County,  Indiana",18049,172.43,52668.33,187.47,102538.0,110008.0,112387.0
Indiana,Gibson County,"Gibson County,  Indiana",18051,172.18,56045.86,183.37,113705.0,123112.0,125989.0
Indiana,Grant County,"Grant County,  Indiana",18053,172.43,44906.92,187.47,89140.0,106716.0,109024.0
Indiana,Greene County,"Greene County,  Indiana",18055,183.3,52025.78,207.26,103027.0,101904.0,104530.0
Indiana,Hamilton County,"Hamilton County,  Indiana",18057,157.68,130046.6,178.93,297066.0,312722.0,318025.0
Indiana,Hancock County,"Hancock County,  Indiana",18059,157.68,85454.83,178.93,188357.0,217886.0,221581.0
Indiana,Harrison County,"Harrison County,  Indiana",18061,182.65,75789.06,203.24,149501.0,161471.0,163421.0
Indiana,Hendricks County,"Hendricks County,  Indiana",18063,157.68,93622.49,178.93,211159.0,235373.0,239364.0
Indiana,Henry County,"Henry County,  Indiana",18065,172.43,50573.68,187.47,101483.0,106610.0,108916.0
Indiana,Howard County,"Howard County,  Indiana",18067,131.19,56056.56,149.67,134461.0,114190.0,114306.0
Indiana,Huntington County,"Huntington County,  Indiana",18069,172.43,55148.71,187.47,110766.0,113830.0,116292.0
Indiana,Jackson County,"Jackson County,  Indiana",18071,172.43,61928.01,187.47,123108.0,133050.0,135928.0
Indiana,Jasper County,"Jasper County,  Indiana",18073,170.99,85512.15,184.9,164586.0,163787.0,165295.0
Indiana,Jay County,"Jay County,  Indiana",18075,172.43,43849.7,187.47,90090.0,97053.0,99152.0
Indiana,Jefferson County,"Jefferson County,  Indiana",18077,172.43,61872.69,187.47,130493.0,141120.0,144172.0
Indiana,Jennings County,"Jennings County,  Indiana",18079,172.43,52668.33,187.47,109606.0,116591.0,119113.0
Indiana,Johnson County,"Johnson County,  Indiana",18081,157.68,81978.02,178.93,189524.0,199005.0,202380.0
Indiana,Knox County,"Knox County,  Indiana",18083,172.43,46770.63,187.47,93571.0,102787.0,105010.0
Indiana,Kosciusko County,"Kosciusko County,  Indiana",18085,172.43,74576.08,187.47,153490.0,181789.0,185721.0
Indiana,LaGrange County,"LaGrange County,  Indiana",18087,172.43,89486.29,187.47,189040.0,208017.0,212516.0
Indiana,Lake County,"Lake County,  Indiana",18089,170.99,75038.35,184.9,160115.0,167274.0,168814.0
Indiana,LaPorte County,"LaPorte County,  Indiana",18091,167.2,66458.33,178.09,141525.0,153256.0,155006.0
Indiana,Lawrence County,"Lawrence County,  Indiana",18093,172.43,55479.12,187.47,122053.0,124661.0,127358.0
Indiana,Marion County,"Marion County,  Indiana",18097,157.68,67629.32,178.93,151343.0,166606.0,169432.0
Indiana,Marshall County,"Marshall County,  Indiana",18099,172.43,67935.85,187.47,141886.0,147279.0,150464.0
Indiana,Martin County,"Martin County,  Indiana",18101,172.43,50684.33,187.47,117201.0,124343.0,127032.0
